,google_keyword,google_review_date,google_stars,google_star_avg,google_review_txt
520,창원가로수길%201997영국집,"['4달 전', '6달 전', '10달 전', '3달 전', '1년 전', '7달 전', '3년 전', '3주 전', '2년 전', '1년 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 2개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ']",4.0,"['빵도 넘넘 맛있었구요 커피를 공부한 저도 놀랄정도 넘 풍부한 커피맛 ^^*\n최고였답니다 인테리어...가구하나하나 소품들도 넘 멋졌어요 창가 햇살 잘드는 창곁에 백성흠화백님의 블레드성 넘 아름다웠답니다. 영혼한 사랑을 그린 작품이라고 하네요~♡', '분위기 좋은 카페. 엔틱한 느낌이 인상적이다. 커피는 일반적이나 베이커리는 맛있음. 한번은 와볼만 하다', '분위기 좋은 커피집. 심지어 화장실도 분위기 있늠커피 맛있고 빵도 종류가 많아서 좋다. 2층은 전시룸으로 사진찍기 좋음 .\n다만 커피가격이 스벅 2배', '음료도 괜찮고 지하에 빵맛도 좋음.', '별점2개주고 할말은 아니지만 자주감\n가로수길에 워낙 예쁜카페들이 많이 생겨서 이제 강점이 많이 약화됨\n그렇다고 커피맛이 딱히 더 좋은것도 아니고...영국집특유의 인테리어도 큰 감흥이 없어서 자리 불편한것만 기억남…', '커피는 안먹어서 모르겠고 딸기요거트라떼 완전 존맛 그리고 베이커리 진짜 맛나여 ㅜㅜㅠ', '분위기도, 맛도 아주 최고.\n지하부터 3층의 쇼룸까지 구석구석 사진 찍을 공간이 많음.\n아쉽게도 베이커리는 먹어보지 못했지만 일찍 sold out 된다는 건 맛있다는 증거 아닐까요?ㅋ\n정말 매력적인 곳.', '커피도 맛있고 공간도 넓고 좋아요\n빵은 지하 1층에있는데 빵도 맛있어요!', '영국집? 왜 영국집이지? 하고 찾아가보면\n아 이래서 영국집이구나하고 알게됨.\n안팍 인테리어가 이쁨. 특이한 소품도 많아서 구경하기 좋음.…', '기대안하고 갔는데 빵이 맛있더라구요\n빵때문에 또 갈것같아요\n화이트 아메리카노는 너무 달다구리 했습니다..ㅠ\n주차장이 없어서 골목이나 도로변에 대야되고요 노키즈존 입니다 !']"
536,양재동%201FLF,['2년 전'],[' 별표 4개 '],4.0,['']
541,감정동%201ROOM,"['6달 전', '1년 전', '10달 전', '5달 전', '2달 전', '11달 전', '1년 전', '1년 전', '2주 전', '2달 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 2개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ']",4.3,"['사장님 친절하시고 ..\n아보카도 샌드위치는 완전 맛있어요. .', '공간이 깔끔하고, 속시원한 휴식공간이네요. 샌드위치와 커피가 맛있어요', '인테리어부터 컵받침까지 너무 사랑스럽고 예뻐요~^^ 음료도 맛있고 디저트까지 짱 맛있어요~~', '심플하고 소소한 인테리어가 정겨운 까페', '샌드위치 미쳣음 존맛 ㅠㅠ', '분위기가 아주 좋네요 ㅋ', '초코우유 네스퀵이네요.', '겁나맛있음 아보카도샌드위치jmt', '', '']"
543,충장로%201st Recipe,"['2달 전', '11달 전', '5달 전', '1년 전', '1년 전', '10달 전', '1년 전', '2년 전', '2년 전', '2달 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 1개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ']",4.4,"['식전 빵나오고 연어플랫브레드도 매우 맛있었습니다. 직원분들이 엄청 친절하시고 분위기도 좋습니다!', '연어피자는 맛있었는데 파스타는 약간 기름에 오래 퍼진느낌?.. ㅠㅠ 면이 생각보다 별로였는데  이것저것 들어간게 많아서 잘 주워먹었어요. 여자 서버분 서비스가 세심하고 좋았어요', '분위기 좋고 맛도 좋고\n서비스 최고입니다\n숨은 맛집 ᆢ추천이요', '연어피자가 아주 일품이랍니다 >< 항상 가면 연어피자랑 블루레몬 에이드를 먹어요. 샐러드, 파스타, 필라프등 메뉴다양해요. 피자가 생각보다 작아서 다른메뉴같이 주문하는걸 추천해요. 물 일일이 따라주시는데 다 마시면 와서 다시 따라주시는게 물 다 마실때마다 오셔가지고 저는 조금 불편했어요. 식사다하면 후식으로 티나 아이스티같은거 물어봐서 주세요. 학생증있으면 10프로할인 이벤트중인데 일행모두가 소지하고 있어야 해요. 계산할때 멘토스<', '어디서나 먹을 수 있는 맛이며,몇년 전에는 사과가 두꺼워서 달달한 사과향도 있었고,싱싱한 연어가 바닷속에서 갓 올라온 느낌이였으나 지금은 냉동 그 자체임\n진짜 맛없었습니다', '맛있습니다\n예쁘게먹기는힘듭니다ㅎ', '대박 맛있었어요', '그냥 대박\n너무 맛있고\n친절하시고…', '파스타나 필라프 같은 기본메뉴가 맛있음. 연어플렛브레드는 소스가 약간 과한 느낌.', '가게도 이쁘고 음식도 맛잇엇어요']"
549,생연동%201동별미식당,['3달 전'],[' 별표 5개 '],5.0,['']
553,전남무안%201등뷔페,"['2달 전', '1달 전', '4달 전', '9달 전', '1년 전', '5달 전', '4달 전', '9달 전', '1년 전', '3달 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 2개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 2개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 3개 ']",3.4,"['다양한 음식종류. 넘 푸집하게 먹고 왔네요. 강추 합니다.', '종류 다양하고 맛있어요', '전라도 식당은 아무 집이나 맛집이다, 라고 자랑 했었는데ᆢ sns의 폐해를 목격함. 가성비 없음. 그리 위생적이지도 않은 듯-파리채, 식사 중 행주질 등. 옛날 평들은 그런대로 괜챦은 것 같은데ᆢ', '시골마을에 아주 맛나고 푸짐한 한식뷔페...\n라면도 끓여 먹게끔 별도 준비되어 있어요 ^^', '무안출장가던중 들린 한식부페...종류도 많고 특히 국류가 5가지가넘고 소불고기. 제육 들어있는 곳. 맛도 적절합니다. 다만 근처 현장분들이 점심시간에 많이오시니 줄스기 싫으시면 빠른시간에 방문하심됩니다. 보통 한 접시만 먹는데 두 접시먹었습니다.', '1년 전까지는 좋았는데, 음식 맛도 변하고, 생선도 맛이 없이 변하고, 성의가 없네요. 주인이 바뀌었나...?', '음식으로는 나쁘지않으나\n손님들이 식사중임에도\n사장님은 행주나 파리채로\n파리를 잡는다는...', '잘먹음요  가격대비 훌륭함', '파리가 너무 많아서 힘들었습니다.', '별루 먹을게 없음']"
554,광주%201등수산물백화점,"['1년 전', '2년 전', '3년 전', '2년 전', '3년 전', '1년 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 4개 ']",4.2,"['먹을만합니다. 분위기도 괜찮구여~~', '가성비 쵝오의 횟집', '회 맛남', '', '', '']"
555,괴정%201등숯불갈비,"['10달 전', '10달 전']","[' 별표 5개 ', ' 별표 5개 ']",5.0,"['최고', '너무 맛있어요!']"
567,상동면%201박2일,['4달 전'],[' 별표 3개 '],3.0,['주인 장 친절하고 음식은 돼지 김치찌게 맛잇게 잘먹고와읍니다 다음 또가고 싶어요']
579,거제%201박2일 조개찜,"['3달 전', '4일 전', '7달 전', '7달 전', '2주 전', '11달 전', '10달 전', '6달 전', '3일 전', '1년 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 3개 ']",3.8,"['사진으로 크기가 다 표현이 안되네요. 진짜 맛집입니다', '음식맛 죽여줘요\n쥔장이 지인이라 잘아는데 성격 끝내줘요', '와우~\n푸짐하고...\n넘 맛있었어요^^…', '해물탕도 너무 싱싱하니 맛있고 다들 너무 친절하셨어요~', '최악의 조개찜..\n뻘먹은 조개 보이심? 다시는 안감..', '대하구이 대 55000원\n새우머리 튀겨주는데 맛있어용 ~', '메뉴 상담이 친절하고, 직접 잡아온 생물 아귀를 손질해서 쫄깃한 오소리감투까지 직접 잘라서 세팅해주네요. 아귀찜 추천이요^^', '내부가 깔끔하고 맛도 최고네요!!\n좋은 사람들과 좋은 시간 보내기 딱 좋은 곳!!', '맛 더럽게 없어', '씨알이좋네요.다만 양이작습니다']"
580,벌교%201박2일꼬막정식,"['3년 전', '2년 전', '2년 전', '3년 전', '3년 전', '7년 전', '2년 전', '2년 전', '2년 전', '3년 전']","[' 별표 4개 ', ' 별표 2개 ', ' 별표 1개 ', ' 별표 1개 ', ' 별표 5개 ', ' 별표 2개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 3개 ']",3.0,"['좋아요.', '그냥 맛있긴 한데 전이 너무 달고\n꼬막정식이 4만원대여서 비싼것 같아요', '완전히바가지쓴기분', '비싸고 맛도없고 양도적은 최악의 가게였습니다', '배부른데 계속 먹게되네요', '솔직히 아주 맛있는건 모르겠고 평범합니다.', '', '', '', '']"
586,구로동%201박2일포차,['1년 전'],[' 별표 4개 '],4.0,['가성비 좋은 안주류 저렴한데 맛도있는 볶음밥을    꼭드셔 보세요 맛남']
590,서정동%201번가찌개하우스,"['4년 전', '2년 전']","[' 별표 4개 ', ' 별표 4개 ']",4.0,"['', '']"
592,구포시장%201번장터국밥,"['2달 전', '4달 전', '1주 전', '1달 전', '6달 전', '8달 전', '9달 전', '9달 전', '4달 전', '9달 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 2개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ']",3.8,"['어릴때 부모님 따라서 먹던 그맛', '옛날에는 가성비에 맛까지..지금은 가격도 오르고 양도 줄고 맛은 내리고...평범해졌습니다', '호불호 가 분명할 식당이라\n생각', '가격이 다소 비쌈. 주변 다른 가게들도 시장치곤 비쌈', '맛 하나로 승부를 걸어도 될법하다', '오래된 구포시장 장터국밥\n국밥의 국물이 담백하며\n선지국도 아주 맛있다\n2013년 맛집으로도 방송을 타기도 했다', '족발두루치기  소머리수육\n쐐주일배  죽이네요', '1번장터국밥은 질리질 않아요 맛도 그대로 유지되고 정말맛있어요!!', '족발탕 나름 굿', '뭐 그닥 맛있는지모르겠어요ㅠ\n아쉬웠어요']"
594,신당동%201번지 닭갈비,['1년 전'],[' 별표 5개 '],5.0,['가격 저렴하고 맛있음  자리에서 볶을필요 없이 다 볶아서 가져다주니 편함']
598,원주%201번지삼겹살,"['2달 전', '2달 전', '6달 전', '5달 전', '6달 전', '1년 전', '2달 전', '2년 전', '2년 전', '2년 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 5개 ']",4.3,"['콩나물과 버섯 김치와 어우러진\n부드러운 삼겹\n밥 볶음은 더 일미\n또 땡기네', '친절한 써빙 맛난겹살이~~', '묵은지 콩나물 버섯 등등 다양하게 나오는게 좋아요!', '늦은시간 맛있게 먹을수있는 고깃집♡', '제가 즐기는 편안한 삼겹살집', '큰 돌판에 고기, 김치, 콩나물 무침\n버섯,양파, 마늘등 다양하게 같이 구워\n먹을수 있어서 좋고 볶은밥 마무리 하면 최고입니다~^^', '최고', '사장님과 일하시는 이모님들 친절하구요!\n한돈돼지고기예요! 고기양을속이지않은거같아요!\n돌판에굽구요!버섯 양파 감자 김치 콩나물무침 올려주시고요…', '친절해요.고기는 오겹살', '고기 김치  콩나물 어느하나  맛없는게 없음.최고!']"
600,대포항%201번지튀김,"['1달 전', '1주 전', '4달 전', '7달 전', '8달 전', '7달 전', '1년 전', '1년 전', '11달 전', '1달 전']","[' 별표 3개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ']",3.7,"['저렴하고 친절하신 주인아주머니의 서비스에 맛있게 먹었어요. 둘이서 셋트메뉴 만원짜리 주문해도 푸짐하게 잘 나옵니다. 고추튀김부터 새우튀김까지 맛있어요. 어떤분은 택배로 주문하여 드신다고 하니 맛집으로 잘 찾아온듯 해요', '1호집 튀김 바삭바삭하고 완전 맛있어요!\n아저씨가 튀김에 대한 자부심이 넘치셔서 믿고 구매했는데 숙소 와서 먹어도 바삭바삭하고 새우도 탱글탱글해서 ㄹㅇ 존맛ㅋㅋㅋㅋ', '정말 맛잇게 잘먹엇어요 ㅎ\n오징어튀김  ㅎ 게튀김 강추드려요 ㅎ', '커다란 왕새우는 모형입니다. 속지  마시길~. 그치만 맛있습니다. 새우튀김은 꼭 드세요. 바다 보면서 먹으니 그야말로 꿀맛. 이번엔 지현이네서 먹었는데 엄청 친절하고 안에 바다가 보이는 자리가 있어서 편하게 먹었어요. 투실한 오징어튀김도 맛있고 방게튀김, 깻잎튀김 다 맛있으니 모듬을 선택해보세요.', '튀김 상상한것보다 훨씬 더 맛남! 근처 가게에서  알배기 도루묵구이 너무 맛남! 튀김 5만원 어치 사서 먹어보긴 첨인데 다먹었음!  아바이 순대도 개맛있음!  한줄 만원인데 한줄만 산거 후회했음! 금숙이네 튀김집 할머니 너무 좋으심! 담에 오면 저 집에 또 갈 거임 ㅋㅋ 속초가 좋아짐!', '오래 전 대포항 주변에 있던 길거리 튀김집들을 대포항 개선공사를 마무리하고 나서 모두 한곳에 모아 두었네요...\n맛은 비슷비슷했던 것 같은데 유독 줄을 서는집이 있네요...', '오징어순대 한접시에 만원\n속초 아바이마을에서 먹는 오징어순대와\n가격은 같으나,…', '원조튀김골목에 있는 여러집중 도로변에 있고 좌석이 있는 혜영이네로 방문하였다.\n대표 메뉴인 오징어순대와 각종 튀김을 먹었다.\n통오징어 안에 밥과야채를 넣은 순대는 간이 적당하고 맛있었고 게튀김은 바삭하여 과자같은 식감에 고소하고 좋았다.', '튀김이 맛있고 튀김 옷이 딱 적당해요 하지만 월요일 이라. 문이 많이 닫았어요!', '대포항 가면 한번은 가는 튀김골목.맛있는데 많이 비싸졌네요. 재료는 다 거기서거기 공장표 인듯. 자체적으로 튀김 반죽만드는곳은 못봄']"
601,부발읍%201번지포차,"['2년 전', '3년 전', '3년 전', '2년 전', '3년 전', '3년 전', '3년 전', '3년 전', '2년 전', '3년 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 1개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 1개 ']",3.4,"['모든. 안주맛~~  만족합니다. 닭도리탕 추천합니다~', '사장님이 친절하심 안주도 맛있고 동네는 작은데 젊은 손님들이 많이오심 활기참^^', '저렴하고 맛있는 안주\n편안하고 옛 정취가  있는곳', '깻잎.꼬치 짱아치 가 맛있네요', '간단히 즐기수있어요.', '두부 짜글이 조아유 소주안주로', '깨끗하고 맛있어요', '먹을만해요~^', '부발읍 무촌리 맛집', '']"
604,가능동%201번출구옛날통닭,['1년 전'],[' 별표 4개 '],4.0,['저렴하고 맛있다. 가게하시는 분들이 친절.']
606,망원동%201식당,"['9달 전', '7달 전', '1년 전', '1년 전', '1년 전', '1년 전', '1년 전', '1년 전', '2년 전', '3년 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ']",4.3,"['차돌짬뽕 맛나요~! 튀김류도 맛있어요 맨날 멘치까스 먹는데 맨치까스 정말 맛있어요. 이날은 서비스로 하나주셔서 표고버섯튀김(?) 으로시켜봣어요 생긴것도 예술..', '분위기 기가막히고 사시미도 구성, 플레이팅, 가격 다 만족스럽네요', '가격 약간 높지만 가격대비 품질 매우 우수. 매장이 좁은 편으로 2인 3인정도 예약이 적합', '분위기도 좋고 음식 맛도 좋았음. 미리 예약하지 않으면 앉을 수가 없는 점.. 데이트 하기 좋은 곳 같다!', '망원동 맛집!\n비오는날 회는 피하지만 오늘은 좋네요!\n멘치까스…', '회 정말 신선합니다:)\n짬뽕에 차돌박이도 완전 많아요!\n맛도 좋아요…', '시메사바 먹으러 왔어요. 시메사바는 모듬회에만 주문가능해서 모듬회로 주문했어요.\n자리가 유동적이라 자리가 있어도 못앉아요. 자리배정 감안해서 가세요.\n후토마끼도 맛있습니다.', '혼술하기 좋은 분위기로 적당한 가격대에 많은 팬을 보유하고 있습니다.', '모듬회 먹었는데 너무 맛있었어요. 가격도 적당했어요. 친절하고, 어둑한 매장 분위기도 좋았고 음악도 좋았어요. 항상 사람이 붐비는 곳이에요 좁은 매장에 바 자리외에 테이블은 딱 한개있어요.', '정말 분위기 좋고 맛도 좋아요\n가격은 양에 비해 좀 비싸네요\n웨이팅 기본 1시간입니다ㅋㅋ']"
609,후암동%201인1닭 착한통닭,"['5달 전', '1년 전', '9달 전', '4달 전', '1달 전', '1년 전', '2년 전', '2년 전', '2년 전', '2년 전']","[' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 4개 ']",4.3,"['옛날 시장에서 파는 닭..단순한 맛이지만, 은근히 맛있어요. 담백하고 자극적이지 않은 것을 원하시는 분들에게 추천..참고로 매장 방문해서 사갔는데, 잘라 주시지 않아 좀 불편했는데, 어쩜 어릴적 부모님이 사주신 치친을 먹는 느낌이라 그리 나쁘지 않았습니다. 참고 하시길...', '맛 : 양호\n가격대 : 가격대비만졷\n양 : 많음…', '후암동  1등 치킨배달집 입니다\n맛도좋고 서비스랑 사장님도 친절 하십니다', '매우 친절 하였습니다', '찐맛집..', '나의 최애 닭집.......싸고 너무맛있다...기본두마리시킴', '가성비 좋은 통닭집! 통닭과 똥집튀김의 환상적 궁합!', '그냥  혼자서  먹는 800g정도닭 한마리 7000천원 정도 입니다', '맛있어요 그래서 자주갑니다', '(Google 번역 제공) 이웃에 싸구려 치킨 펍. 한 번에 두 마리의 닭을 주문하는 것이 배달에 좋습니다.\n\n(원문)…']"
611,은평%201인1잔,"['1주 전', '1달 전', '4달 전', '1주 전', '1달 전', '1달 전', '1달 전', '7달 전', '2달 전', '4달 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 1개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ']",4.1,"['분위기가 매우 좋아요.\n1인1잔주문에 디저트포함이라 가격은 좀 비싸지만\n음료도 맛있고 디저트도 맛있네요.\n북한산뷰병풍삼아 힐링할 수 있는곳입니다.', '뷰맛집입니다. 은평한옥마을과 북한산 능선이 한눈에 들어 오는 시원함을 맛볼 수 있는 곳.\n카페음료는 모두 디저트류와 세트로 주문해야해서 가격대가 좀 있긴하지만, 뷰를 본다면 만족하실듯', '별 1점도 아깝습니다.\n음식점의 기본이 무엇일까요? 음식점의 기본은 음식입니다.\n아무리 뷰가 좋고 직원들이 친절해도 음식점은 음식이 맛있어야합니다.…', '북한산 뷰 맛집\n얼마전에는 2면의 통창으로 북한산을 모두\n조망할 수 있었으나…', '커피는 보통이고요 맛있지는 않습니다. 일반층을 이용한다면 감동은 어렵고 4~5층에서 파는 한상으로 차려진 셋트를 먹으면 괜찮을 수도 있겠어요. 뷰는 한옥뷰라 한옥을 실컷 볼수 있습니다.(창가, 옥상 등) 하지만 다른 곳에서도 충분히 한옥뷰는 볼수 있긴 합니다 ㅎㅎ(박물관이라던가 다른 매장) 커피가 좀 더 맛있었으면 하는 바람이 있네요. 아쉬웠습니다.', '북한산 아래 전통 한옥마을의 정경과 한상소반을 조용하게 즐길 수 있는곳', '은평한옥마을 초입에 있어서 좋아요~주차장은 조금 떨어진 공용주차장에 세워야돼요. 전망이 5층이 좋은데 좌석이 많이 없어서 2층에 앉은게 아쉬움~커피맛은 괜찮아요. 산미있는 아메리카노 맛있음', '옥상 루프탑 전망이... 정말 너무 멋져요\n\n꼭 날씨 좋은 날 방문해 보세요…', '뷰값 포함 음식값이라 비싸긴 하지만, 떡이랑 음료 다 맛있어서 돈 아깝단 생각은 안들었어요. 주차 공간은 협소한 편이고 까페 내부, 뷰는 모두 만족했습니다.', '은평한옥마을과 북한산이 바라다보이는 뷰가 정말 좋았습니다. 상에 차려나오는 식사도 인상적이었고 군더더기없이 깔끔한 맛이었습니다.']"
631,야탑%201인자감자탕,"['2달 전', '4달 전', '5달 전', '4달 전', '5달 전', '5달 전', '5달 전', '1년 전', '1년 전', '4년 전']","[' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 1개 ', ' 별표 3개 ']",4.2,"['분당에서 뼈해장국이 제일 맛있는곳', '손님들이 중년 이상분들이어서 기대를 많이하고 들어갔습니다. 음식에 조미료를 많이 넣는 모습에 일차 실망.,고기는 충분해서 괜찮았는데 그릇에서 진하게 느껴지는 세재냄새. 소주잔에서 세재냄새. 기분이 영 아니올시다.  다시 가고 싶지 않네요. 물로만 대충 헹궈서 물때냄새가 나는것도 참기 힘들지만 세재냄새가 심한것도 굉장히 참기 힘들더군요. 감지탕에 충분히 붙어있는 고기의 양에만 점수를 주고 싶네요.', '앞집보다 맑은 느낌의 국물\n해장에좋아요 ㅋㅋ 맛있습니다', '양도 많고 맛도좋고 이모님들도 친절하시고', '걸쭉함이 덜해서 해장으로 좋아요', '야탑에서 이집 뼈해장국이 제일맛난다..사실이다.', '맛도 있고 일하시는 이모님 친절하심', '고기가 실하고 맛도 괜찮음. 콩나물이 올라가서 조금 특이하다고 생각했는데 조합이 나쁘지 않음.', '손님이 많은 이유를 모르겠네요 아무래도 지리적 위치가 좋아서일듯 합니다. 10000원짜리 특선지해장국은 5000원짜리 콩나물해장국보다도 맛이 없더군요 선지에는 간이 하나도 안베여있고 국물은 소금맛밖에 전체적으로 맛이 없더라고요 저랑 같이먹은 친구는 뼈해장국이었는데 정말.. 웬만해선 평타는 칠껀데 먹어본 결과 별로였죠..\n여기는 다신 안갈꺼 같습니다', '동네 감자탕집입니다\n야탑역 먹자골목에위치한곳입니다\n특이점없으며 보통입니다']"
632,화성시%201인자감자탕,"['9달 전', '2달 전', '2년 전', '5달 전', '7달 전', '2년 전', '5달 전', '6달 전', '11달 전', '1년 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 1개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ']",4.0,"['6살아들도 맛있다고 아주 맛있게 먹어써요', '그냥 1인저감자탕은 맛나요???', '맛없어요 찾아갈만한맛은 아님', '맛이 예전 같지않아요...', '오래된 맛집, 감자탕의 기본기가 살아있네.', '다른 곳에 비해 고기가 많은 느낌. 콩나물이 들어있는 점이 특징. 볶음밥에 깻잎을 많이 넣어 개인적으론 좋았에요', '오늘은 싱겁네요', '먹을안함', '와우리의 뼈해장국 맛집 아 리뷰쓰는데 또 군침도네', '진짜 맛있어요. 가끔 가요. 사람이 바글바글 합니다. 다만 주차공간이 부족해서 아쉽습니다']"
635,안산%201인자감자탕,['1년 전'],[' 별표 5개 '],5.0,['뼈에붙은고기가   실하고  너무 고소하고 맛있습니다']
636,독산동%201인자감자탕,"['1달 전', '1달 전', '2달 전', '3달 전', '2년 전', '2년 전', '2달 전', '3년 전', '3달 전', '2달 전']","[' 별표 5개 ', ' 별표 3개 ', ' 별표 3개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 1개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 3개 ']",3.3,"['친구와 나이트클럽 놀러갔다가 집에가기전에 들렸던 감자탕집.. 뼈해장국을 엄청 좋아하는 친구가 이집 진짜 맛있다며 인정한 뼈해장국집! 지금은 좌식이 아닌 테이블로 바뀌어서 더 편해졌다. 가격은 보통가격! 지금은 코로나때문에 클럽을 가지않아 덩달아 잘 안가게되었는데 최근에 그냥 가서 먹었는데 여전히 맛있다! 특히 이집의 간이 쫌 쎈 막 담근 김치도 맛있다', '자극적으로만 한 감자탕이 아니라 맛있습니다', '맛나게 먹어요', '보통이요', '가성비 괜찮고 맛있어요.', '뭐..그닥...', '', '', '', '']"
638,동삭동%201인자숯불구이,"['10달 전', '3주 전', '7달 전', '10달 전', '7달 전', '11달 전', '1달 전', '10달 전', '4달 전', '1년 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 3개 ']",4.0,"['무한리필 돼지갈비\n친절~\n양념이 부드럽고 맛있음..…', '양념도 소금구이도 좋아요', '숯불닭갈비 아주 맛있게 먹었습니다. 강추합니다~~!', '대박 진짜 맛있음\n강추 이건 먹어줘야함', '철판닭갈비를 오징어,삼겹 섞어서 먹었습니다. 그냥 특별한것 없고 간이 쌘편임.', '사장님이젊어서 분위기를잘알아요', '맛있어용~~^^', '맛없더라구여 ㅡㅡ', '알바가 ㄴㄴ', '주차가 힘듬, 숯불 닭갈비, 철판 닭갈비 두종류를 한번에 먹을 수는 없는 아쉬움.']"
639,수청동%201인정식 MY 홈써비스,['1년 전'],[' 별표 5개 '],5.0,['']
643,서현동%201학년,['2년 전'],[' 별표 4개 '],4.0,['']
644,영등동%201학년1반분식,"['1주 전', '5년 전', '2년 전', '2년 전', '1달 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",5.0,"['좋음', '거기 단골 이여서', '(Google 번역 제공) 멋진\n\n(원문)\nNice', '', '']"
645,소흘읍%201호점쌈밥,['6달 전'],[' 별표 5개 '],5.0,['아주 맛있음']
